recclass reclat
L6 19.840570
L6 19.840670
L5 19.841280
L6 19.842030
H4 19.842300
L6 19.867850
L6 19.866070
L6 19.802520
H4 19.603080
L6 19.802520
H~5 19.656750
H~5 19.612870
L~6 19.616120
H4 19.640730
H5 19.664530
H5 19.531120
L~6 19.342100
L~3 19.314680
L~6 19.405180
H~4 19.407720
L6 19.445330
H4 19.404120
L6 19.320920
L4 19.510530
H4 19.225970
L3 19.140250
H4/5 19.267950
L4 19.187980
LL6 22.804870
LL6 22.798530
L4-6 22.748620
H5 22.747330
L(LL)3.5-3.7 22.733420
L6 22.737430
L6 22.733930
H4 22.737970
H6 22.757470
Achondrite-ung 22.748680
L4-5 22.759780
H5 22.677520
H6 22.684230
H6 22.685980
H6 22.689220
H5 22.698130
L6 22.738520
LL5 40.333330
LL5 40.333330
H5 32.900000
L6 37.466670
"Iron 1959
"Pallasite 1915
L 41.416670
"Iron 1966
"Iron 1985
H5 25.050000
"Iron 1875
"Iron 1959
"Iron 1960
L6 19.700000
"Iron 1887
"Iron 1931
"Iron 1977
H4 20.700000
H6 37.866670
L5 32.306000
"Iron 1973
H5 
L6 
H5 -76.716950
H~5 -76.742530
H~5 -76.711280
H~5 -76.705220
H~5 -76.705220
H~5 -76.705580
H5 -76.705520
H~5 -76.705520
H~5 -76.712150
H~5 -76.712630
H~5 -76.712550
H5 -76.717330
L5/6 -76.744030
L6 -76.742450
L6 -76.742450
Howardite 0.000000
L5 0.000000
H5 0.000000
H5 0.000000
L6 0.000000
L3.4 0.000000
LL6 0.000000
L6 0.000000
L6 0.000000
L5 0.000000
L5 0.000000
L6 0.000000
H6 0.000000
CM2 -76.976910
CO3.4 -76.884260
H5 -77.046660
H5 -76.896610
L5 -77.050740
L6 -77.048670
Ureilite -77.037880
L5 -76.976970
H5 -76.963530
H5 -77.027780
H3.6 -77.033420
L6 -76.912780
H5 -76.966740
H6 -76.971260
H5 -77.036480
H5 -76.974420
H6 -77.036940
L5 -77.040250
L6 -77.044080
H5 -76.979100
H5 -76.905810
L6 -77.037220
H5 -76.985070
L6 -76.946770
H6 -77.038110
L6 -76.982620
H4 -76.906920
H6 -76.969660
H4 -76.963390
H5 -76.974950
Ureilite -77.042370
CM2 -76.883660
EH4 -76.975830
H4 -76.902560
H5 -76.887610
CK4 -76.912760
H4 -76.906940
L5 -77.027780
H6 -76.977950
L6 -77.050470
L6 -77.046730
H5 -77.037430
L6 -76.891660
H6 -76.924890
H5 -77.047130
L4 -76.721090
L5 -76.711580
H5 -76.711110
L6 -76.818490
H5 -76.744720
H5 -76.718800
LL3.4 -76.768060
L3.4-3.7 -76.691670
Aubrite -76.822040
LL3.3 -76.769910
L5 -76.693890
H5 -76.713560
H6 -76.758890
Ureilite -76.822290
Aubrite -76.822210
CM2 -76.822560
L3.5 -76.822350
EL6 -76.822360
H4 -76.822290
H5 -76.813150
L6 -76.696940
LL6 -76.817910
L4 -76.822480
H6 -76.821060
H5 -76.691390
CO3 -76.822340
L6 -76.822340
H6 -76.722780
H5 -76.824300
H5 -76.691110
H5 -76.693610
LL6 -76.822140
L6 -76.691670
H5 -76.699440
H5 -76.822280
H5 -76.696390
H5 -76.822350
L3.8 -76.717690
H5 -76.698060
H5 -76.690830
L6 -76.822360
H3.6 -76.817650
L6 -76.821990
H5 -76.821330
L5 -76.822680
H5 -76.825840
H5 -76.699170
L5 -76.696940
H5 -76.691670
H6 -76.693890
H5 -76.716670
L6 -76.823260
H5 -76.718380
LL6 -76.822770
H5 -76.698890
H5 -76.821970
H5 -76.693890
L6 -76.806820
H5 -76.821930
H5 -76.740000
H5 -76.716020
H5 -76.718930
L6 -76.771110
H5 -76.720380
H5 -76.710880
H5 -76.719510
L6 -76.741940
H5 -76.814350
L5 -76.699440
LL6 -76.822020
H6 -76.699170
H5 -76.812800
H5 -76.714240
H5 -76.770460
CM1/2 -76.716670
L6 -76.985330
CM2 -77.041640
H6 -76.969680
H5 -76.963910
L6 -77.041390
CM2 -76.963930
H5 -76.987000
CO3.5 -77.046390
Martian (OPX) -76.920310
L6 -76.742540
H5 -76.732170
H4 -76.731560
L5 -76.891020
H4/5 -76.762280
Aubrite -76.877830
H4 10.266670
Aubrite -76.882380
Aubrite -76.865690
Aubrite -76.885720
Aubrite -76.878510
Aubrite -76.883040
Aubrite -76.898200
Aubrite -76.884350
Aubrite -76.884950
Aubrite -76.884290
Aubrite -76.883220
Aubrite -76.862240
Aubrite -76.847140
Aubrite -76.869970
Aubrite -76.854530
Aubrite -76.770220
Aubrite -76.898460
Aubrite -76.872000
Brachinite -77.022670
LL7(?) -76.901110
CV3 -76.770660
CM2 -77.042390
CM2 -77.041140
CM2 -77.038910
CM2 -77.039400
CM2 -76.743780
CM2 -77.039480
CM2 -76.992210
CM2 -76.895320
CV3 -76.979310
CK4 -76.889060
CM2 -76.893160
CM2 -77.039700
CM2 -76.995280
CM2 -77.042880
CM2 -77.039540
CM2 -77.042950
CM2 -77.039430
CM2 -76.979080
CM2 -77.039530
CM2 -77.039360
CM2 -77.039550
CM2 -77.016410
CM2 -77.039390
LL6 -76.950670
CM2 -77.020370
CM2 -76.740600
H5 -76.729440
L6 -76.716670
L6 -76.835920
L6 -77.021750
H4 -76.769880
H5 -76.893710
L6 -76.992890
L6 -76.920620
L5 -76.982680
H5 -76.914910
L6 -76.899090
L6 -76.725970
H5 -76.724770
H5 -76.927660
H5 -76.751370
L6 -76.908240
H6 -76.716670
L6 -76.835710
H5 -76.916080
H5 -77.021260
H5 -76.721440
H5 -76.991480
H5 -76.962650
H5 -77.023800
L6 -76.908920
L6 -76.897220
LL6 -76.923650
H6 -76.890740
H6 -76.766790
H4 -76.896840
H5 -76.725530
L3.8 -77.041720
L6 -76.908920
H5 -76.902250
H5 -76.906370
L6 -76.826070
H5 -77.038720
L6 -76.899870
H6 -76.866690
H5 -76.878180
L6 -76.935060
LL6(?) -76.830270
L6 -76.910010
H5 -76.875190
H5 -76.876790
H5 -76.742820
H6 -76.716670
L6 -76.910240
H4 -76.757050
L6 -77.016480
H6 -76.754980
L6 -76.887440
LL6 -77.044410
H6 -76.901980
H6 -76.753710
H6 -76.755680
H5 -76.742020
L6 -76.906570
H6 -76.746880
H6 -76.976800
H6 -77.043660
LL6 -76.824420
H5 -76.909500
H6 -76.721070
LL6 -76.901690
L3.8 -76.905050
H5 -76.725130
LL6 -76.675550
LL6 -76.742810
H5 -76.724750
LL6 -76.736580
LL3.4 -76.894420
L6 -76.707060
H5 -76.710940
L6 -76.916160
L6 -76.715970
H5 -76.725530
L6 -77.017060
H5 -76.902320
L6 -76.900370
H5 -76.972720
Ureilite -77.039620
H5 -76.726180
H5 -76.710350
H5 -76.752800
L6 -77.023800
L6 -76.906810
H6 
L6 -77.011410
L6 -76.751940
H5 -76.963270
H5 -76.951950
H5 -76.709110
H6 -76.917190
H5 -76.725220
H5 -76.710330
H6 -77.024350
H6 -76.753230
H5 -76.988590
H6 -76.972720
LL6 -76.906820
H5 -76.905570
H5 -76.687870
H5 -76.872130
H5 -76.896950
H6 -76.723510
L6 -76.922880
H5 -76.710860
H5 -76.714270
H5 -76.892160
L6 -76.820650
"Iron 1984
L6 -76.704460
H5 -76.690040
LL6 -76.718810
L6 -76.747800
EH3 -76.756060
H6 -76.986120
H5 -76.757320
L6 -76.821690
L6 -76.728500
H5 -76.952010
H6 -76.690290
L5 -76.711050
H5 -76.800650
H5 -77.051090
H6 -76.694060
L6 -76.757290
L6 -76.998290
H5 -76.684310
H5 -76.746620
H5 -76.821920
H6 -76.658070
H6 -76.719760
EH3 -76.752720
H6 -76.714440
Acapulcoite -76.683610
CM2 -76.822190
H5 -76.680290
L6 -76.906740
H5 -76.723640
L4 -76.698480
H5 -76.679410
L6 -76.757220
LL6 -76.802870
H5 -76.956660
EH3 -76.757250
H5 -76.757400
H5 -76.719050
L6 -76.814280
H6 -76.891160
L3.9 -76.890310
EH3 -76.751490
L6 -76.952080
H6 -76.962060
L5 -76.698430
L6 -76.770510
H6 -76.902720
L6 -76.762160
H5 -76.675440
H6 -76.881410
H6 -76.679460
H5 -76.820900
H5 -77.020300
L6 -77.019780
L6 -77.001070
EH3 -76.756460
H5 -76.888610
H5 -76.673950
H5 -77.026190
H6 -76.694050
H5 -76.658270
H5 -76.677090
H5 -76.711750
H5 -76.683600
L6 -76.732280
H4 -76.756470
L6 
L6 -76.902800
H4 -76.710740
"Iron 1984
L6 -76.952620
EH3 -76.751740
H5 -76.709840
H5 -76.698630
L6 -76.802070
H5 -76.687870
H5 -76.766810
H5 -76.974820
H6 -76.803330
H6 -76.716670
L6 -76.903620
H5 -76.963510
H5 -76.866890
L6 -76.909130
H5 -76.692550
H5 -76.984280
EH3 -76.756910
H5 -76.955010
H6 -76.898710
H5 -76.966880
EH3 -76.991410
LL6 -76.952200
L6 -76.706500
H6 -76.962170
L5 -76.906100
H5 -76.713700
H5 -76.732530
L6 -76.905840
H6 -76.720340
H5 -76.758130
L6 -77.050370
Eucrite-Mg rich -76.838900
CK4 -76.916610
CO3.5 -76.902860
CM2 -77.035000
CM2 -76.977600
CV3 -76.852240
CM2 -76.905410
CM2 -76.836620
CM2 -76.836970
CM2 -76.836310
L5 
CM2 -76.827280
CM2 -77.035000
CM2 -76.890570
L6 -76.917910
Diogenite -76.908920
L6 -76.999840
L6 -76.903300
H6 -76.882680
LL6 -76.915080
H6 -76.907010
H5 -76.854980
L6 -76.843910
H6 -76.837550
H5 -76.845250
H5 -76.855390
L6 -76.858580
L6 -76.914330
H6 -76.848290
L6 -76.839610
H6 -76.889180
H6 -76.899140
H6 -76.863210
L4 -76.861980
L6 -76.923080
LL6 -76.737320
H6 -76.838310
H6 -76.752250
H5 -76.826320
L6 -76.904140
L6 -76.817760
H6 -76.705470
H5 -76.902110
H5 -76.914250
H6 -76.705410
L3.8 -76.859850
L6 -76.903690
L6 -76.863040
H5 -76.752430
L6 -76.879750
L6 -76.878690
H5 -76.839280
H6 -76.823520
L4 -76.901460
H5 -76.845140
LL5 
H5 -76.903720
H5 -76.847030
LL6 -76.842200
L4 -76.910770
LL6 -76.901450
L6 -76.840050
L6 -76.842170
H3.5-4 -76.845110
L6 -76.861880
L6 -76.842180
L6 -76.836190
LL6 -76.911310
H5 -76.679480
H5 -76.682390
H6 -76.840400
L3.6 -76.838320
H5 -76.902500
H6 -76.890640
LL6 -76.913350
H5 -76.901830
L6 -76.904420
L6 -76.686990
H5 -76.843010
L6 -76.910790
LL6 -76.916220
L6 -76.898230
H6 -76.920890
L6 -76.902590
L6 -76.903170
LL6 -76.828130
CH3 -76.848380
H5 -76.850560
L6 -76.902660
H5 -76.680450
H5 -76.915110
L6 -76.899400
H5 -76.854370
L5 -76.854150
L6 -76.910710
H6 -76.698280
L6 -76.840010
L6 -76.843570
H5 -76.917250
H5 -76.850550
H5 -76.839550
H5 -76.852700
L6 -76.860280
H5 -76.840620
L6 -76.915720
H5 -76.845770
L6 -76.923450
CM2 -76.910520
H5 -76.906750
H6 -76.850200
H6 -76.705920
H5 -76.716670
H5 -76.901980
L6 -76.853290
L6 -76.918570
H5 -76.836820
L6 -76.908920
H6 -76.901290
L5 -76.715610
EL3 -76.833380
H5 -76.847490
H3.7 -76.844680
H5 -76.716670
L5 -76.752410
L6 -76.911880
H5 -76.886840
H5 -76.860390
H6 -76.989200
H6 -76.849960
LL6 -76.905190
H6 -76.821380
L6 -76.851140
L6 -76.851070
H5 -77.046260
H5 -76.903040
LL6 -76.842770
H6 -76.854710
LL6 -76.835090
LL6 -76.835230
H6 -76.907050
H6 -76.908330
H5 -76.835410
H5 -76.836350
H5 -76.846890
H5 -76.698370
H5 -76.915330
H5 -76.838770
L6 -76.901490
H6 -76.895560
L6 -76.835190
L5 -76.914210
R3.6 -76.716670
LL6 -76.842840
H4 -76.679510
LL6 -76.830200
L3.7 -76.848110
H6 -76.836460
L6 -76.898970
LL6 -76.877870
EH3 -76.856000
L6 -76.695170
H5 -76.716670
L6 -76.725840
H5 -76.729470
L6 -76.706190
L6 -76.708060
H5 -76.705620
H6 -76.731040
L6 -76.730580
L6 -76.731020
L5 -76.731030
H5 -76.729070
H5 -76.729510
L6 -76.750090
H6 -76.706240
L6 -76.764920
L4 -76.739420
L4 -76.703880
L6 -76.749040
LL6 -76.716670
H5 -76.692220
L4 -76.722110
L4 -76.707410
LL4 -76.729910
L6 -76.716670
L4 -76.733040
H5 -76.726060
H4/5 -76.693250
H5 -76.692270
H4/5 -76.722130
H3 -76.723950
L6 -76.722430
H4 -76.691660
H5 -76.731420
L6 -76.682290
H4 -76.692390
H4 -76.683880
H5 -76.693070
H5 -76.727230
H3.5 -76.689840
H5 -76.714930
H5 -76.727290
L6 -76.680520
L6 -76.682250
H5 -76.726400
H5 -76.691010
H5 -76.699480
H5 -76.691520
H5 -76.692220
H5 -76.692220
H5 -76.726530
H5 -76.726830
H5 -76.693950
H6 -76.720180
H5 -76.701190
H3.4 -76.682190
H5 -76.724800
H5 -76.723000
H5 -76.694710
H5 -76.724810
L5 -76.681270
H5 -76.694710
H6 -76.722160
L3.4 -76.686560
CM1 -76.704950
EH3 -76.711620
H5 -76.700610
H6 -76.689470
H5/6 -76.700300
H6 -76.689480
H5 -76.690050
CM2 -76.705930
H4 -76.720560
H5 -76.715430
H5 -76.694580
H5 -76.720060
H5 -76.694580
H6 -76.692550
L/LL3 -76.681560
H6 -76.730860
H5/6 -76.682520
L5 -76.705340
H5/6 -76.691540
H5/6 -76.690160
H5 -76.721460
L/LL3 -76.682190
H6 -76.716670
H6 -76.716670
H5 -76.716670
EH3 -76.710860
H5 -76.716670
H5 -76.723150
L/LL3 -76.682190
H5 -76.692050
H6 -76.716670
H5 -76.716670
H4 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.722490
H5-6 -76.716670
H4 -76.692050
L6 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
L6 -76.716670
H4 -76.716670
H5 -76.687890
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.694580
H6 -76.716670
L/LL3 -76.682310
H5 -76.716670
H5 -76.716670
H5-6 -76.716670
Howardite -76.716670
H5 -76.716670
H5 -76.716670
L3 -76.716670
H4 -76.716670
H5 -76.716670
H6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H7 -76.694580
H5 -76.680520
L/LL3 -76.694580
Howardite -76.691060
H5 -76.693410
H5 -76.710860
H5 -76.710860
H4 -76.710860
L6 -76.735610
LL6 -76.725110
H5 -76.700850
H5 -76.723200
L6 -76.729840
L4 -76.737580
H5 -76.951200
CM2 -76.954440
H5 -76.967060
L6 -76.971310
H5 -76.977650
L3.7 -76.980790
H5 -77.016680
H5 -77.015440
H5 -77.023140
L/LL4 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
L3.4 -76.716670
H6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L4 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
H6 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
LL3 -76.760980
CM2 -76.716670
H6 -76.716670
L5 -76.716670
H4 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
L6 -76.750000
"Iron 1976
L6 -76.716670
LL3.3 -76.716670
Eucrite-pmict -76.716670
H6 -76.716670
L6 -76.716670
H6 -76.716670
L6 -76.716670
L6 -76.750000
L5 -76.716670
CO3.6 -76.716670
H4 -76.716670
Martian (shergottite) -76.716670
H5 -76.716670
L6 -76.716670
H4 -76.716670
H4 -76.716670
L3.5 -76.716670
H5 -76.716670
L3.6 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
CO3.4 -76.716670
H4/5 -76.716670
L3.5 -76.716670
L3 -76.716670
L3.5 -76.716670
L3.5 -76.716670
L(?)3 -76.716670
L3.5 -76.716670
H5 -76.716670
H5 -76.716670
Ureilite 
H5 -76.716670
L3 -76.716670
LL6 -76.716670
H5 -76.716670
L3.5 -76.716670
H4 -76.716670
H5 -76.716670
H6 -76.716670
L3.5 -76.716670
L/LL3 -76.716670
L3.5 -76.716670
L3.6 -76.716670
H5 -76.716670
L3.5 -76.716670
H6 -76.716670
H5 -76.716670
H4/5 -76.716670
H4 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
LL5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
L/LL3 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
L3 -76.716670
Acapulcoite -76.716670
H5 -76.716670
H4 -76.716670
LL5 
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
H4/5 -76.716670
H5 -76.716670
H5 -76.716670
H4/5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H4/5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4/5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
L5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L3.5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H6 -76.716670
H6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
EH3 -76.716670
H6 -76.716670
H5 -76.716670
L6 -76.716670
L3.5 -76.716670
H5 -76.716670
L6 -76.716670
L3.5 -76.716670
L3.5 -76.716670
L3.5 -76.716670
L3.5 -76.716670
L3.4 -76.716670
H5 -76.716670
L6 -76.716670
L3.5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
L3.5 -76.716670
L3.2 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H4 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
L3.7 -76.716670
L6 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H6 -76.716670
H6 -76.716670
L3.5 -76.716670
H6 -76.716670
H5 -76.716670
L3.4 -76.716670
L3.8 -76.716670
L3.7-3.9 -76.716670
L3 -76.716670
L5 -76.716670
Mesosiderite-B1 -76.716670
H5 -76.716670
H4 -76.716670
H4 -76.716670
H4 -76.716670
H4 -76.716670
H4 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L4 -76.716670
L6 -76.716670
H4 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
L3.5 -76.716670
"Iron 1977
L6 -76.716670
L3-6 -76.716670
H5 -76.716670
L5 -76.716670
"Iron 1977
Diogenite -76.716670
Ureilite -76.716670
H6 -76.716670
H5 -76.716670
L3.5 -76.716670
L6 -76.716670
H4 -76.716670
"Iron 1977
H5 -76.716670
H5 -76.716670
H5 -76.716670
Eucrite-unbr 
L5 -76.716670
H5 -76.716670
L6 -76.716670
L6 -76.716670
H6 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
LL3.7 -76.716670
H5 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
"Iron 1977
L6 -76.716670
H6 -76.716670
H4 -76.716670
H5 -76.716670
H6 -76.716670
"Iron 1977
"Iron 1977
H5 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
EH3 -76.716670
L6 -76.716670
L6 -76.716670
H3.7 -76.716670
H5 -76.716670
L6 -76.716670
Eucrite-pmict -76.716670
L3.5 -76.716670
LL3.7 -76.716670
L6 -76.716670
CM2 -76.716670
CO3.0 -76.716670
H5 -76.750000
H6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
Howardite -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
L3 -76.716670
H5 -76.716670
L3.5 -76.716670
L3 -76.716670
L3.2 -76.716670
H5 -76.716670
L3.5 -76.716670
H5 -76.716670
Ureilite -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H4 -76.716670
H6 -76.716670
H6 -76.716670
H5 -76.716670
L3.5 -76.716670
L3.4 -76.716670
L6 -76.716670
Eucrite-pmict -76.716670
L3.4 -76.716670
L6 -76.716670
L6 -76.716670
L4 -76.716670
L6 -76.716670
L3 -76.716670
H5 -76.716670
L6 -76.716670
H5 -76.716670
L6 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
LL5 -76.716670
L6 -76.716670
H -76.716670
H4 -76.716670
H5 -76.716670
L6 -76.716670
H6 -76.716670
H5 -76.716670
LL6 -76.716670
LL6 -76.716670
L -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
L6 -76.716670
H6 -76.716670
L4 -76.716670
H6 -76.716670
LL6 -76.716670
L6 -76.716670
H5 -76.716670
H6 -76.716670
H4 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
LL6 -76.716670
H4 -76.716670
H3.9 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H4/5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H -76.716670
H5 -76.716670
H5 -76.716670
"Iron 1978
L6 -76.716670
H5 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
LL5 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
Aubrite -76.716670
L6 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
LL3.5 -76.716670
H4 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
L6 -76.716670
L6 -76.716670
L6 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
L6 -76.716670
Eucrite-pmict -76.716670
L3.5 -76.716670
H4 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
LL3 -76.716670
H5 -76.716670
H6 
H4 -76.716670
H5 -76.716670
L5 -76.716670
LL3 -76.716670
H6 -76.716670
H5 -76.716670
H5/6 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5/6 -76.716670
H6 -76.716670
LL6 -76.716670
H5 -76.716670
H6 -76.716670
L6 -76.716670
H4 -76.716670
Eucrite-pmict -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.716670
L3.4 -76.716670
H5 -76.716670
H5 -76.716670
Eucrite-pmict -76.716670
H6 -76.716670
H4 -76.716670
H6 -76.716670
L3.2 -76.716670
L6 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L3.4 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
L3.5 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
H6 -76.716670
L6 -76.716670
H5 
L3.5 -76.716670
L6 -76.716670
L3.5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H6 -76.716670
LL5 
Acapulcoite -76.716670
H6 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
L3.4 -76.716670
L3.5 -76.716670
L3 -76.716670
L3.5 -76.716670
L3.4 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
L3.5 -76.716670
H5 -76.716670
H5 -76.716670
H5 -76.716670
H4 -76.716670
H6 -76.716670
L3 -76.716670
L6 -76.716670
"Iron 1978
H5 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
H4 -76.716670
H5 -76.716670
L6 -76.716670
CM2 -76.716670
Ureilite -76.716670
L3.5 -76.703060
H6 -76.703060
LL3.4 -76.689170
H5 -76.703060
H6 -76.701390
H5 -76.701670
L6 -76.697780
H5 -76.704720
H5 -76.701940
H5 -76.693060
H5 -76.702500
H5 -76.716670
L5 
H5 -76.703610
H5 -76.716670
H5 -76.705280
H6 -76.716670
Eucrite-pmict -76.701390
L6 -76.702780
H6 -76.689720
H6 -76.681940
H5 -76.695560
L3.7-4 -76.701940
H4 -76.703060
H6 -76.716670
H5 -76.716670
H5 -76.716670
L6 -76.699720
H6 -76.702220
H5 -76.716670
H5 -76.703060
H5 -76.703060
L6 -76.699170
H6 -76.708890
H4 -76.698330
H5 -76.703890
H6 -76.701940
H5 -76.703060
H4 -76.716670
H5 -76.700560
H5 -76.690280
H5 -76.689170
L6 -76.703060
L3.5 -76.702780
H5 -76.701670
H5 -76.701940
H5 -76.716670
H6 -76.716670
H5 -76.693060
H5 -76.704720
L6 -76.689440
H5 -76.698060
H5 -76.695280
H6 -76.701950
L6 -76.773890
Eucrite-pmict -76.690280
L6 -76.773890
LL6 
"Iron 1980
L6 -76.774170
H4 -76.690280
L6 -76.771110
L6 -76.771390
L6 -76.773330
H5 -76.751950
L6 -76.773610
L6 -76.772780
L6 -76.772780
L6 -76.773890
L6 -76.773610
L6 -76.773610
H6 -76.759720
L6 -76.772220
L6 -76.773330
